319200	319247	319221	1148
319535	319537	319536	1149
319539	319588	319562	1150
319869	319916	319889	1151
320182	320185	319889	1152
320233	320496	320400	1153
320548	320802	320515	1154
320858	321128	321120	1155
321186	321441	321150	1156
321499	321793	321472	1157
321841	322125	321840	1158
322173	322433	322146	1159
322480	322745	322560	1160
322791	323048	322765	1161
323051	323100	323074	1162
323368	323423	323389	1163
323687	323741	323715	1164
324035	324091	324056	1165
324356	324413	324387	1166
324671	324718	324693	1167
324972	325019	324992	1168
325275	325322	325296	1169
325580	325628	325600	1170
325868	325922	325896	1171
326173	326231	326195	1172
326470	326527	326501	1173
326772	326817	326792	1174
327058	327104	327078	1175
327346	327348	327347	1176
327350	327398	327373	1177
327664	327720	327686	1178
327983	327988	327987	1179
328038	328312	328013	1180
328369	328637	328333	1181
328696	328971	328670	1182
329018	329283	329040	1183
329329	329595	329303	1184
329641	329917	329760	1185
329967	330248	329938	1186
330251	330253	330250	1187
330302	330580	330480	1188
330632	330891	330601	1189
330894	330896	330893	1190
330945	331206	331200	1191
331262	331482	331227	1192
331538	331785	331512	1193
331832	332092	331920	1194
332143	332405	332113	1195
332407	332409	332406	1196
332459	332731	332640	1197
332785	333038	332752	1198
333093	333367	333360	1199
333423	333662	333388	1200
333664	333669	333668	1201
333718	333974	333693	1202
334022	334293	334080	1203
334341	334620	334313	1204
334622	334624	334621	1205
334673	334945	334800	1206
334996	335239	334967	1207
335242	335244	335241	1208
335292	335557	335520	1209
335613	335848	335578	1210
335903	336159	335877	1211
336205	336479	336240	1212
336525	336796	336499	1213
336799	336848	336822	1214
337134	337182	337155	1215
337447	337495	337470	1216
337758	337812	337779	1217
338063	338119	338092	1218
338381	338439	338403	1219
338704	338762	338736	1220
339045	339093	339067	1221
339383	339430	339403	1222
339711	339758	339733	1223
340031	340079	340052	1224
340356	340359	340358	1225
340361	340409	340383	1226
340692	340745	340713	1227
341020	341024	341023	1228
341074	341364	341280	1229
341420	341696	341386	1230
341701	341750	341725	1231
342017	342072	342037	1232
342327	342385	342358	1233
342659	342706	342681	1234
342988	343036	343009	1235
343317	343320	343009	1236
343368	343653	343440	1237
343700	343976	343673	1238
343979	344028	344002	1239
344292	344340	344313	1240
344594	344649	344623	1241
344916	344973	344938	1242
345223	345280	345254	1243
345560	345616	345600	1244
345870	345928	345901	1245
346191	346194	345901	1246
346241	346496	346320	1247
346543	346786	346515	1248
346788	346790	346787	1249
346838	347107	347040	1250
